X,Y,esis_name,objectid,sch_code,sch_name,address,city,zip,phone,fax,principal,grade_from,grade_to,sch_type,website,complex,complex_area,district,island,charter
911298.1813,2184575.9068,Kapiolani Elem School,99,367,Kapiolani Elementary,966 Kilauea Avenue,Hilo,96720,808.974.4160,808.974.4161,Gregg K Yonemori,K,6,Elementary,http://cks.k12.hi.us/,Hilo,Hilo-Waiakea,Hawaii,Hawaii,0
597031.9157,2359448.8518,Kapolei Elem School,100,282,Kapolei Elementary,91-1119 Kamaaha Loop,Kapolei,96707,808.693.7000,808.693.7011,Cindy S Otsu,K,5,Elementary,http://www.kapoleielementary.org/,Kapolei,Campbell-Kapolei,Leeward,Oahu,0
596621.7902,2358756.6015,Kapolei High School,101,292,Kapolei High,91-5007 Kapolei Parkway,Kapolei,96707,808.692.8200,808.692.8255,Elden M Esmeralda,9,12,High,http://www.kapoleihigh.org/,Kapolei,Campbell-Kapolei,Leeward,Oahu,0
597751.0426,2359224.7601,Kapolei Middle School,102,291,Kapolei Middle,91-5335 Kapolei Parkway,Kapolei,96707,808.693.7025,808.693.7030,Bruce Isamu Naguwa,6,8,Middle,http://www.kapoleims.k12.hi.us/,Kapolei,Campbell-Kapolei,Leeward,Oahu,0
624002.4356,2367862.9829,Kapunahala Elem School,103,315,Kapunahala Elementary,45-828 Anoi Road,Kaneohe,96744,808.233.5650,808.233.5651,Deborah S H Nekomoto,K,6,Elementary,http://www.kapunahala.k12.hi.us/,Castle,Castle-Kahuku,Windward,Oahu,0
870504.698,2126981.9019,Kau High & Pahala Elem School,104,368,Kau High and Pahala Elementary,96-3150 Pikake Street,Pahala,96777,808.313.4100,808.928.2092,Sharon Ann Beck,K,12,Elementary-Middle-High,http://kau.k12.hi.us/,Kau,Kau-Keaau-Pahoa,Hawaii,Hawaii,0
462979.2068,2428405.4343,Kauai High School,105,456,Kauai High,3577 Lala Road,Lihue,96766,808.274.3160,808.274.3170,Anne Clarke Kane,9,12,High,http://www.kauaihigh.org/,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,0
618385.2248,2357818.151,Kauluwela Elem School,106,125,Kauluwela Elementary,1486 Aala Street,Honolulu,96817,808.587.4447,808.587.4453,Christopher J Daly,K,5,Elementary,http://kauluwela.k12.hi.us/HOME.NSF,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
905378.826,2181353.9326,Kaumana Elem School,107,369,Kaumana Elementary,1710 Kaumana Drive,Hilo,96720,808.974.4190,808.974.4197,Ray Koji Mizuba,K,6,Elementary,https://sites.google.com/a/kaumana.k12.hi.us/kaumanaelementary/,Hilo,Hilo-Waiakea,Hawaii,Hawaii,0
463749.6568,2432302.0111,Kaumualii Elem School,108,457,Kaumualii Elementary,4380 Hanamaulu Road,Lihue,96766,808.241.3150,808.241.3159,Jason Yoshito Yoshida,K,5,Elementary,http://www.kaumualii.k12.hi.us/king.html,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,0
705859.7399,2333238.4196,Kaunakakai Elem School,109,407,Kaunakakai Elementary,30 Ailoa,Kaunakakai,96748,808.553.1730,808.553.1737,Janice S Espiritu,K,6,Elementary,http://kaunakakaischool.net,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,0
619155.0408,2357909.6754,Kawananakoa Middle School,110,126,Kawananakoa Middle,49 Funchal Street,Honolulu,96813,808.307.0300,808.587.4443,Ann A Sugibayashi,6,8,Middle,http://www.kawananakoams.org/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
823589.2499,2160057.6261,Ke Kula O Ehunuikaimalino,111,378,Ke Kula O Ehunuikaimalino,81-1041 Konawaena School Road,Kealakekua,96750,808.323.1900,808.323.4538,Ann H Paulino,K,12,Elementary-Middle-High,http://ehunui.org/,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0
916075.7595,2173514.8075,Keaau Elem School,112,353,Keaau Elementary,16-680 Keaau-Pahoa Road,Keaau,96749,808.982.4210,808.982.4217,Ronald A Jarvis,K,5,Elementary,http://www.keaau.k12.hi.us/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,0
916383.7417,2173256.4556,Keaau High School,113,354,Keaau High,16-725 Keaau-Pahoa Road,Keaau,96749,808.313.3300,808.982.4224,Dean Macario Cevallos,9,12,High,http://keaauhs.k12.hi.us/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,0
915631.8975,2174412.0978,Keaau Middle School,114,370,Keaau Middle,16-565  Keaau-Pahoa Road,Keaau,96749,808.982.4200,808.982.4219,Elna M Gomes,6,8,Middle,http://www.keaaumiddle.org/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,0
816451.9175,2177656.5534,Kealakehe Elem School,115,388,Kealakehe Elementary,74-5118 Kealakaa Street,Kailua-Kona,96740,808.327.4308,808.327.4347,Nancy N Matsukawa,K,5,Elementary,http://kealakehe.k12.hi.us/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0
814756.8323,2177822.8851,Kealakehe High School,116,392,Kealakehe High,74-5000 Puohulihuli Street,Kailua-Kona,96740,808.327.4300,808.327.4307,Wilfred F Murakami,9,12,High,http://www.khswaveriders.org/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0
816172.7916,2177863.6163,Kealakehe Inter School,117,390,Kealakehe Intermediate,74-5062 Onipaa Street,Kailua-Kona,96740,808.327.4314,808.327.4315,Mark D Hackelberg,6,8,Middle,http://www.kishawks.org/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0
914646.5106,2186308.8849,Keaukaha Elem School,118,372,Keaukaha Elementary,240 Desha Avenue,Hilo,96720,808.974.4181,808.974.4868,Stacey Lee M Bello,K,6,Elementary,http://www.keaukahaelementary.com/,Hilo,Hilo-Waiakea,Hawaii,Hawaii,0
426212.078,2429835.4966,Kekaha Elem School,119,458,Kekaha Elementary,8140 Kekaha Road,Kekaha,96752,808.337.7655,808.337.7657,Marilyn M Asahi,K,5,Elementary,http://www.kekaha.k12.hi.us/,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,0
777866.1859,2305374.7374,Kekaulike High School,120,435,Kekaulike High,121 Kula Highway,Pukalani,96768,808.573.8710,808.573.2231,Mark Alan Elliott,9,12,High,http://kekaulikehs.k12.hi.us/,Kekaulike,Baldwin-Kekaulike-Maui,Maui,Maui,0
631109.0323,2363722.7704,Keolu Elem School,121,317,Keolu Elementary,1416 Keolu Drive,Kailua,96734,808.266.7818,808.266.7892,Gay Marie Kong,K,6,Elementary,http://www.keoluelementary.com/,Kailua,Kailua-Kalaheo,Windward,Oahu,0
927612.8806,2164225.2074,Keonepoko Elem School,122,391,Keonepoko Elementary,15-890 Kahakai Boulevard,Pahoa,96778,808.965.2131,808.965.2138,Brandon Curtis Gallagher,K,6,Elementary,https://www.facebook.com/Keonepoko-Elementary-563497480444911/,Pahoa,Kau-Keaau-Pahoa,Hawaii,Hawaii,0
601613.3936,2358173.3179,Keoneula Elem School,123,294,Keoneula Elementary,91-970 Kaileolea Drive,Ewa Beach,96706,808.530.7253,808.689.1350,Paul S Taga,K,6,Elementary,http://keoneula.k12.hi.us/,Campbell,Campbell-Kapolei,Leeward,Oahu,0
765861.5299,2296427.4416,Kihei Elem School,124,409,Kihei Elementary,250 E. Lipoa Street,Kihei,96753,808.875.6818,808.875.6825,Lisa Gaye McClintock,K,5,Elementary,http://www.kiheielementary.org/,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,0
457798.2485,2455588.2585,Kilauea Elem School,125,459,Kilauea Elementary,2440 Kolo Road,Kilauea,96754,808.828.1212,808.828.2034,Sherry Lynn Scott Gonsalves,K,6,Elementary,http://kilaueaschool.com/,Kapaa,Kapaa-Kauai-Waimea,Kauai,Kauai,0
724956.8428,2330315.0656,Kilohana Elem School,126,410,Kilohana Elementary,Kamehameha V Highway,Kaunakakai,96748,808.558.2200,808.558.2203,Marilyn P Simms,K,6,Elementary, ,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,0
623697.3143,2369735.6642,King Inter School,127,318,King Intermediate,46-155 Kamehameha Highway,Kaneohe,96744,808.233.5727,808.233.5747,Wendy Joy Namie Matsuzaki,7,8,Middle,http://www.king.k12.hi.us/,Castle,Castle-Kahuku,Windward,Oahu,0
602220.8292,2373582.8848,Kipapa Elem School,128,212,Kipapa Elementary,95-076 Kipapa Drive,Mililani,96789,808.305.3900,808.627.7326,Corinne Naomi Yogi,K,5,Elementary,http://www.kipapaelementary.org/,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0
832387.0885,2240905.5082,Kohala Elem School,129,395,Kohala Elementary,54-3609 Akoni Pule Highway,Kapaau,96755,808.889.7100,808.889.7103,Danny Paul Garcia,K,5,Elementary,http://www.kohalael.k12.hi.us/home.nsf,Kohala,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0
832347.9814,2241220.3186,Kohala High School,130,373,Kohala High,54-3611 Akoni Pule Highway,Kapaau,96755,808.889.7117,808.889.7120,Janette F L Snelling,9,12,High,http://www.kohalahs.org/,Kohala,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0
836642.021,2239860.5505,Kohala Middle School,131,366,Kohala Middle,53-4155 Akoni Pule Highway,Kapaau,96755,808.889.7119,808.889.7121,Alan G Brown,6,8,Middle,http://www.kohalams.org/,Kohala,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0
634375.7625,2353217.0257,Koko Head Elem School,132,127,Koko Head Elementary,189 Lunalilo Home Road,Honolulu,96825,808.397.5811,808.397.5816,Jeffrey Takeshi Shitaoka,K,5,Elementary,http://kokoheadschool.org/,Kaiser,Farrington-Kaiser-Kalani,Honolulu,Oahu,0
451846.8258,2421718.8584,Koloa Elem School,133,460,Koloa Elementary,3223 Poipu Road,Koloa,96756,808.742.8460,808.742.8466,Linda Kay Uyehara,K,5,Elementary,http://koloa.k12.hi.us/,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,0
822969.8158,2159585.4598,Konawaena Elem School,134,375,Konawaena Elementary,81-901 Onouli Road,Kealakekua,96750,808.323.4555,808.323.4551,Claire L Yoshida,K,5,Elementary,http://konawaenael.k12.hi.us,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0
823765.7325,2160098.8326,Konawaena High School,135,374,Konawaena High,81-1043 Konawaena School Road,Kealakekua,96750,808.323.4500,808.323.4515,Shawn S Suzuki,9,12,High,http://www.konawaenahs.org/,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0
823938.1223,2160386.6056,Konawaena Middle School,136,376,Konawaena Middle,81-1045 Konawaena School Road,Kealakekua,96750,808.323.4566,808.323.4574,Teddy Lee Burgess,6,8,Middle,http://konawaenamiddle.k12.hi.us/,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0
622481.0414,2354733.6703,Kuhio Elem School,137,128,Kuhio Elementary,2759 South King Street,Honolulu,96826,808.973.0085,808.973.0088,Lynn M Kobayashi,K,5,Elementary,http://www.kuhioschool.k12.hi.us,Kaimuki,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
778130.7714,2298020.3485,Kula Elem School,138,412,Kula Elementary,5000 Kula Highway,Kula,96790,808.876.7610,808.876.7616,Hans Christopher Bachaus,K,5,Elementary,http://kulaschool.weebly.com/,Kekaulike,Baldwin-Kekaulike-Maui,Maui,Maui,0
743304.7318,2311254.5409,Lahaina Inter School,139,413,Lahaina Intermediate,871 Lahainaluna Road,Lahaina,96761,808.662.3965,808.662.3968,Stacy Anne Bookland,6,8,Middle,http://lis.schoolwires.net/,Lahainaluna,Hana-Lahainaluna-Lanai-Molokai,Maui,Maui,0
743431.4544,2311655.4948,Lahainaluna High School,140,414,Lahainaluna High,980 Lahainaluna Road,Lahaina,96761,808.662.4000,808.662.3997,Daniel V Espaniola,9,12,High,http://www.lahainalunahs.org/,Lahainaluna,Hana-Lahainaluna-Lanai-Molokai,Maui,Maui,0
611298.6476,2394301.2197,Laie Elem School,141,319,Laie Elementary,55-109 Kulanui Street,Laie,96762,808.293.8965,808.293.8968,Eliza Leialoha Kaka,K,6,Elementary,https://sites.google.com/a/laie.k12.hi.us/laie-elementary/,Kahuku,Castle-Kahuku,Windward,Oahu,0
716260.3083,2304336.3228,Lanai High & Elem School,142,415,Lanai High and Elementary,555 Fraser Avenue,Lanai City,96763,808.565.7900,808.565.7904,Elton N Kinoshita,K,12,Elementary-Middle-High,http://www.edline.net/pages/lhes,Lanai,Hana-Lahainaluna-Lanai-Molokai,Maui,Lanai,0
618250.0678,2358769.3651,Lanakila Elem School,143,129,Lanakila Elementary,717 North Kuakini Street,Honolulu,96817,808.587.4466,808.587.4468,Katherine B Balatico,K,5,Elementary,http://lanakilaelem.k12.hi.us/,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
606545.4459,2365575.4862,Lehua Elem School,144,268,Lehua Elementary,791 Lehua Avenue,Pearl City,96782,808.453.6490,808.453.6497,Aaron S Tominaga,K,6,Elementary,http://lehua.k12.hi.us,Pearl City,Pearl City-Waipahu,Leeward,Oahu,0
585491.7189,2370972.5644,Leihoku Elem School,145,271,Leihoku Elementary,86-285 Leihoku Street,Waianae,96792,808.697.7100,808.697.7142,Randall A K Miura,K,6,Elementary,http://les.nwcomplex.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,0
602309.5346,2378064.1856,Leilehua High School,146,214,Leilehua High,1515 California Avenue,Wahiawa,96786,808.305.3000,808.622.6554,Jason H Nakamoto,9,12,High,http://www.leilehua.k12.hi.us/,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,0
761631.6044,2310937.5782,Lihikai Elem School,147,416,Lihikai Elementary,335 South Papa Avenue,Kahului,96732,808.873.3033,808.873.3570,Shannon S M Cabanilla,K,5,Elementary,https://sites.google.com/site/lihikaielementaryschool/,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,0
623815.4601,2353433.9753,Liholiho Elem School,148,130,Liholiho Elementary,3430 Maunaloa Avenue,Honolulu,96816,808.733.4850,808.733.4856,Christina W Small,K,5,Elementary,http://liholiho.org/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,0
617868.6175,2358473.3386,Likelike Elem School,149,131,Likelike Elementary,1618 Palama Street,Honolulu,96817,808.832.3370,808.832.3374,Kelly T Bart,K,5,Elementary,https://sites.google.com/a/likelike.k12.hi.us/likelike-elementary-school/,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
616365.7754,2360055.0932,Linapuni Elem School,150,133,Linapuni Elementary,1434 Linapuni Street,Honolulu,96819,808.305.2150,808.832.3305,Cynthia M Sunahara,PreK,1,Elementary,http://www.linapuniel.k12.hi.us,Farrington,Farrington-Kaiser-Kalani,Honolulu,Oahu,0
620354.5146,2357129.5253,Lincoln Elem School,151,134,Lincoln Elementary,615 Auwaiolimu Street,Honolulu,96813,808.587.4480,808.587.4487,Jacqueline Lehua Ornellas,K,5,Elementary,http://les.lincoln.k12.hi.us/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
765935.7446,2296048.3937,Lokelani Inter School,152,430,Lokelani Intermediate,1401 Liloa Drive,Kihei,96753,808.875.6800,808.875.6835,Francoise D M Wittenburg,6,8,Middle,http://www.lokelani.k12.hi.us/,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,0
621128.9589,2355001.9128,Lunalilo Elem School,153,135,Lunalilo Elementary,810 Pumehana Street,Honolulu,96826,808.973.0270,808.973.0276,Amy B Kantrowitz,K,5,Elementary,http://www.lunalilo.k12.hi.us/,Kaimuki,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
619557.6385,2358982.3538,Maemae Elem School,154,136,Maemae Elementary,319 Wyllie Street,Honolulu,96817,808.595.5400,808.595.5405,Lenn Shigeru Uyeda,K,6,Elementary,http://www.maemaeschool.com/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
585595.4972,2368835.6259,Maili Elem School,155,257,Maili Elementary,87-360 Kulaaupuni Street,Waianae,96792,808.697.7150,808.697.7151,Suzie Lee,K,6,Elementary,http://maili.nwcomplex.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,0
581598.5937,2374290.8934,Makaha Elem School,156,258,Makaha Elementary,84-200 Ala Naauao Place,Waianae,96792,808.695.7900,808.695.7905,Wade Araki,K,6,Elementary,http://makaha.nwcomplex.org/,Waianae,Nanakuli-Waianae,Leeward,Oahu,0
594954.6765,2360619.4789,Makakilo Elem School,157,259,Makakilo Elementary,92-675 Anipeahi Street,Kapolei,96707,808.672.1122,808.672.1128,Todd Y Fujimori,K,5,Elementary,http://www.makakiloelementary.k12.hi.us/,Kapolei,Campbell-Kapolei,Leeward,Oahu,0
611167.772,2362549.615,Makalapa Elem School,158,215,Makalapa Elementary,4435 Salt Lake Blvd.,Honolulu,96818,808.421.4110,808.421.4112,Denise K B Arai,K,6,Elementary,http://www.makalapael.org/,Radford,Aiea Moanalua-Radford,Central,Oahu,0
779619.454,2308700.4101,Makawao Elem School,159,417,Makawao Elementary,3542 Baldwin Avenue,Makawao,96768,808.573.8770,808.573.8774,Robyn Ai Honda,K,5,Elementary,http://www.makawao.k12.hi.us/,Kekaulike,Baldwin-Kekaulike-Maui,Maui,Maui,0
606529.678,2367670.5352,Manana Elem School,160,260,Manana Elementary,1147 Kumano Street,Pearl City,96782,808.453.6430,808.453.6437,Bryan K Loo,K,6,Elementary,http://www.manana.k12.hi.us/Home.html,Pearl City,Pearl City-Waipahu,Leeward,Oahu,0
623521.9183,2357715.0139,Manoa Elem School,161,137,Manoa Elementary,3155 Manoa Road,Honolulu,96822,808.988.1868,808.988.1860,Kerry Takayuki Higa,K,5,Elementary,http://www.manoaschool.com/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
763090.3637,2310266.3867,Maui High School,162,418,Maui High,660 South Lono Avenue,Kahului,96732,808.727.4000,808.873.3010,Francoise D M Wittenburg,9,12,High,http://www.mauihigh.org,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,0
761620.2491,2310305.8426,Maui Waena Inter School,163,428,Maui Waena Intermediate,795 Onehee Street,Kahului,96732,808.873.3070,808.873.3066,Jacquelyn Royanne McCandless,6,8,Middle,http://www.mauiwaena.com,Maui,Baldwin-Kekaulike-Maui,Maui,Maui,0
595096.6882,2362047.2533,Mauka Lani Elem School,164,286,Mauka Lani Elementary,92-1300 Panana Street,Kapolei,96707,808.672.1100,808.672.1114,Wesley Hiromi Shinkawa,K,5,Elementary,http://maukalanielementary.weebly.com/,Kapolei,Campbell-Kapolei,Leeward,Oahu,0
686111.2024,2337589.2564,Maunaloa Elem School,165,419,Maunaloa Elementary,Maunaloa Highway,Maunaloa,96770,808.552.2000,808.552.2004,Joe S Jr Yamamoto,K,6,Elementary,http://maunaloaschool.weebly.com,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,0
629267.3225,2364399.0107,Maunawili Elem School,166,321,Maunawili Elementary,1465 Ulupii Street,Kailua,96734,808.266.7822,808.266.7834,Christine Marie Udarbe,K,6,Elementary,http://mes.k12.hi.us/MES/Home/Home.html,Kailua,Kailua-Kalaheo,Windward,Oahu,0
619537.0167,2355900.468,McKinley High School,167,138,McKinley High,1039 South King Street,Honolulu,96814,808.594.0400,808.594.0407,Ron M Okamura,9,12,High,http://www.mckinley.k12.hi.us/,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
602770.7781,2372633.4481,Mililani High School,168,216,Mililani High,95-1200 Meheula Parkway,Mililani,96789,808.307.4200,808.627.7375,Frederick W Murphy,9,12,High,http://www.mililanihs.org/,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0
605165.6336,2375595.8709,Mililani Ike Elem School,169,240,Mililani Ike Elementary,95-1330 Lehiwa Drive,Mililani,96789,808.626.2980,808.626.2958,Lynne Shigeko Ajifu,K,5,Elementary,http://www.milike.k12.hi.us,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0
603525.0971,2374671.3329,Mililani Mauka Elem School,170,241,Mililani Mauka Elementary,95-1111 Makaikai Street,Mililani,96789,808.305.1700,808.626.3006,Avis Y Nanbu,K,5,Elementary,http://www.milmauka.k12.hi.us,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0
604626.8574,2375007.2771,Mililani Middle School,171,238,Mililani Middle,95-1140 Lehiwa Drive,Mililani,96789,808.626.7355,808.626.7358,Shannon Lee Tamashiro,6,8,Middle,http://www.milmdl.k12.hi.us/,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0
602025.3982,2370928.923,Mililani Uka Elem School,172,242,Mililani Uka Elementary,94-380 Kuahelani Avenue,Mililani,96789,808.305.4900,808.627.7387,Heather G Wilhelm,K,5,Elementary,http://www.mililaniuka.org/,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0
602599.4397,2372912.0776,Mililani Waena Elem School,173,234,Mililani Waena Elementary,95-502 Kipapa Drive,Mililani,96789,808.627.7300,808.627.7455,Barron T Iwamura,K,5,Elementary,https://www.mililaniwaena.org,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,0
614962.9531,2361223.2575,Moanalua Elem School,174,217,Moanalua Elementary,1337 Mahiole Street,Honolulu,96819,808.305.1200,808.831.7877,Lynda H J K Sadaoka,K,6,Elementary,http://www.moanaluaelementary.org,Moanalua,Aiea Moanalua-Radford,Central,Oahu,0
613962.0814,2360760.6153,Moanalua High School,175,218,Moanalua High,2825 Ala Ilima Street,Honolulu,96818,808.305.1000,808.831.7919,Robin Jean Martin,9,12,High,http://www.moanaluahs.org/,Moanalua,Aiea Moanalua-Radford,Central,Oahu,0
614865.3533,2361282.8236,Moanalua Middle School,176,219,Moanalua Middle,1289 Mahiole Street,Honolulu,96819,808.305.1289,808.831.7859,Wayne Cepeda Guevara,7,8,Middle,http://www.moanaluamiddle.org/,Moanalua,Aiea Moanalua-Radford,Central,Oahu,0
629580.0312,2371881.8434,Mokapu Elem School,177,322,Mokapu Elementary,1193 Mokapu Blvd.   KMCB Bldg.,Kailua,96734,808.254.7964,808.254.7969,Charles  IV Fradley,K,6,Elementary,http://mokapu.k12.hi.us/,Kalaheo,Kailua-Kalaheo,Windward,Oahu,0
609811.5635,2360402.1175,Mokulele Elem School,178,220,Mokulele Elementary,250 Aupaka Street,Honolulu,96818,808.421.4180,808.421.4182,Peter Tovey,K,6,Elementary,http://mokulele.k12.hi.us/,Radford,Aiea Moanalua-Radford,Central,Oahu,0
702714.615,2341341.6096,Molokai High School,179,421,Molokai High,2140 Farrington Avenue,Hoolehua,96729,808.567.6950,808.567.6960,Stanford J Hao,9,12,High,http://molokaihighschool.weebly.com/,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,0
702691.9029,2341643.8833,Molokai Middle School,180,434,Molokai Middle,2175 Lihipali Avenue,Hoolehua,96729,808.567.6940,808.567.6939,Dawn Dyer Mains,7,8,Middle,http://www.molokaimiddleschool.com,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,0
608252.9398,2368301.2822,Momilani Elem School,181,285,Momilani Elementary,2130 Hookiekie Street,Pearl City,96782,808.453.6444,808.453.6448,Doreen Y Higa,K,6,Elementary,http://www.momilani.k12.hi.us/,Pearl City,Pearl City-Waipahu,Leeward,Oahu,0
908995.4843,2166855.242,Mountain View Elem School,182,379,Mountain View Elementary,18-1235 Volcano Highway,Mountain View,96771,808.313.3200,808.968.2305,Wilma Tabios Roddy,K,5,Elementary,http://www.mveshawks.k12.hi.us/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,0
859998.4379,2111212.5887,Naalehu Elem School,183,380,Naalehu Elementary,95-5545 Mamalahoa Highway,Naalehu,96772,808.939.2413,808.939.2419,Darlene M Javar,K,6,Elementary, ,Kau,Kau-Keaau-Pahoa,Hawaii,Hawaii,0
742946.9937,2311536.546,Nahienaena Elem School,184,429,Nahienaena Elementary,816 Niheu Street,Lahaina,96761,808.662.4020,808.662.4023,Lynn H Kahoohalahala,K,5,Elementary,https://sites.google.com/a/lahaina.k12.hi.us/princess-nahienaena-elementary/,Lahainaluna,Hana-Lahainaluna-Lanai-Molokai,Maui,Maui,0
588925.6886,2364893.1048,Nanaikapono Elem School,185,261,Nanaikapono Elementary,89-153 Mano Avenue,Waianae,96792,808.668.5800,808.668.5890,Christine Udarbe,K,6,Elementary,http://npono.nwcomplex.org/,Nanakuli,Nanakuli-Waianae,Leeward,Oahu,0
589499.0781,2365256.7479,Nanakuli Elem School,186,262,Nanakuli Elementary,89-778 Haleakala Avenue,Waianae,96792,808.668.5813,808.668.5817,Lisa Ann Leiko Higa,K,6,Elementary,http://nes.nwcomplex.org/,Nanakuli,Nanakuli-Waianae,Leeward,Oahu,0
590079.9479,2365175.2168,Nanakuli High & Inter School,187,263,Nanakuli High and Intermediate,89-980 Nanakuli Avenue,Waianae,96792,808.668.5823,808.668.5828,Darin K Pilialoha,7,12,Intermediate-High,http://nhis.nwcomplex.org/,Nanakuli,Nanakuli-Waianae,Leeward,Oahu,0
430954.6341,2428253.7292,Niihau High & Elem School,188,461,Niihau High and Elementary,c/o Waimea High School  9707 Tsuchiya Road,Waimea,96796,808.338.6800,808.338.6807,Mahina Leigh Anguay,K,12,Elementary-Middle-High, ,Waimea,Kapaa-Kauai-Waimea,Kauai,Niihau,0
610331.8297,2360219.7615,Nimitz Elem School,189,221,Nimitz Elementary,520 Main Street,Honolulu,96818,808.307.4400,808.421.4170,Marcy Ann Kagami,K,6,Elementary,http://www.nimitzelementary.com/,Radford,Aiea Moanalua-Radford,Central,Oahu,0
630805.1495,2354262.0978,Niu Valley Middle School,190,139,Niu Valley Middle,310 Halemaumau Street,Honolulu,96821,808.377.2440,808.377.2444,Sean S Tajima,6,8,Middle,http://www.niuvalleymiddle.org/,Kaiser,Farrington-Kaiser-Kalani,Honolulu,Oahu,0
623260.8117,2356539.1688,Noelani Elem School,191,140,Noelani Elementary,2655 Woodlawn Drive,Honolulu,96822,808.988.1858,808.988.1855,Rochelle Ann Mahoe,K,5,Elementary,http://www.nes.k12.hi.us/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
620718.3353,2359779.4897,Nuuanu Elem School,192,141,Nuuanu Elementary,3055 Puiwa Lane,Honolulu,96817,808.595.5422,808.595.4687,James Akira Toyooka,K,5,Elementary,http://www.nuuanu.k12.hi.us/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,0
629728.9939,2363856.8213,Olomana School,193,475,Olomana School,42-522 Kalanianaole Highway,Kailua,96734,808.266.7866,808.266.7873,Thomas Franklin Swan,7,12,Intermediate,https://sites.google.com/a/olomanaschoolhi.k12.hi.us/olomanaschool/,Kailua,Kailua-Kalaheo,Windward,Oahu,0
879474.2671,2220063.5619,Paauilo Elem & Inter School,194,382,Paauilo Elementary and Intermediate,43-1497 Old Main Road,Paauilo,96776,808.776.7710,808.776.7714,Michelle Wendy Miranda Barber,K,9,Elementary-Middle,http://www.paauiloschool.org/,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,0
925955.6777,2160308.2046,Pahoa Elem School,195,381,Pahoa Elementary,15-3030 Pahoa Village Road,Pahoa,96778,808.965.2141,808.965.2180,Michelle Payne-Arakaki,K,6,Elementary, ,Pahoa,Kau-Keaau-Pahoa,Hawaii,Hawaii,0
